food_name,energy,protein,fat,carbohydrate
鶏卵　全卵　水煮缶詰,546.0,10.8,10.6,
鶏卵　全卵　加糖全卵,838.0,9.8,10.6,20.7
鶏卵　全卵　乾燥全卵,2258.0,49.1,42.0,0.2
鶏卵　卵黄　生,1392.0,16.5,34.3,0.2
鶏卵　卵黄　ゆで,1367.0,16.1,34.1,0.2
鶏卵　卵黄　加糖卵黄,1365.0,12.1,23.9,20.7
鶏卵　卵黄　乾燥卵黄,2645.0,30.3,62.9,0.2
鶏卵　卵白　生,188.0,10.1,,0.5
鶏卵　卵白　ゆで,195.0,10.5,0.1,0.4
鶏卵　卵白　乾燥卵白,1487.0,86.5,0.4,0.2
鶏卵　たまご豆腐,318.0,,,
鶏卵　たまご焼　厚焼きたまご,609.0,,,
鶏卵　たまご焼　だし巻きたまご,511.0,,,
＜牛乳及び乳製品＞　（液状乳類）　生乳　ジャージー種,322.0,3.9,5.2,4.7
＜牛乳及び乳製品＞　（液状乳類）　生乳　ホルスタイン種,263.0,3.2,3.7,4.7
＜牛乳及び乳製品＞　（液状乳類）　普通牛乳,256.0,3.3,3.8,4.8
＜牛乳及び乳製品＞　（液状乳類）　脱脂乳,134.0,3.4,0.1,4.8
＜牛乳及び乳製品＞　（液状乳類）　加工乳　濃厚,291.0,3.4,4.2,5.3
＜牛乳及び乳製品＞　（液状乳類）　加工乳　低脂肪,178.0,3.8,1.0,5.5
＜牛乳及び乳製品＞　（液状乳類）　乳児用液体ミルク,278.0,1.5,3.6,7.1
＜牛乳及び乳製品＞　（液状乳類）　乳飲料　コーヒー,234.0,2.2,2.0,7.2
＜牛乳及び乳製品＞　（液状乳類）　乳飲料　フルーツ,196.0,1.2,0.2,9.9
＜牛乳及び乳製品＞　（粉乳類）　全粉乳,2049.0,25.5,26.2,39.3
＜牛乳及び乳製品＞　（粉乳類）　脱脂粉乳,1503.0,34.0,1.0,53.3
＜牛乳及び乳製品＞　（粉乳類）　乳児用調製粉乳,2135.0,12.4,26.8,55.9
＜牛乳及び乳製品＞　（練乳類）　無糖練乳,563.0,6.8,7.9,11.2
＜牛乳及び乳製品＞　（練乳類）　加糖練乳,1329.0,7.7,8.5,56.0
＜牛乳及び乳製品＞　（クリーム類）　クリーム　乳脂肪,1665.0,1.9,43.0,6.5
＜牛乳及び乳製品＞　（クリーム類）　クリーム　乳脂肪・植物性脂肪,1600.0,4.4,42.1,3.0
＜牛乳及び乳製品＞　（クリーム類）　クリーム　植物性脂肪,1455.0,1.3,39.5,3.3
＜牛乳及び乳製品＞　（クリーム類）　ホイップクリーム　乳脂肪,1691.0,1.8,40.7,12.9
＜牛乳及び乳製品＞　（クリーム類）　ホイップクリーム　乳脂肪・植物性脂肪,1630.0,4.0,38.4,12.9
＜牛乳及び乳製品＞　（クリーム類）　ホイップクリーム　植物性脂肪,1651.0,6.3,36.1,12.9
＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　液状　乳脂肪,849.0,5.2,18.3,5.5
＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　液状　乳脂肪・植物性脂肪,936.0,4.8,21.6,3.7
＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　液状　植物性脂肪,1005.0,4.3,24.8,1.8
＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　粉末状　乳脂肪,2110.0,7.6,27.3,60.4
＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　粉末状　植物性脂肪,2261.0,2.1,36.2,56.4
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　全脂無糖,233.0,3.6,3.0,4.9
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　低脂肪無糖,168.0,3.7,1.0,5.2
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　無脂肪無糖,158.0,4.0,0.3,5.7
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　脱脂加糖,275.0,4.3,0.2,11.9
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　ドリンクタイプ　加糖,272.0,2.9,0.5,12.2
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　乳酸菌飲料　乳製品,273.0,1.1,0.1,16.4
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　乳酸菌飲料　殺菌乳製品,921.0,1.5,0.1,52.6
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　乳酸菌飲料　非乳製品,166.0,0.4,0.1,10.0
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　エダム,1338.0,28.9,25.0,1.4
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　エメンタール,1653.0,27.3,33.6,1.6
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　カテージ,416.0,13.3,4.5,1.9
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　カマンベール,1208.0,19.1,24.7,0.9
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　クリーム,1291.0,8.2,33.0,2.3
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　ゴーダ,1479.0,25.8,29.0,1.4
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　チェダー,1618.0,25.7,33.8,1.4
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　パルメザン,1856.0,44.0,30.8,1.9
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　ブルー,1351.0,18.8,29.0,1.0
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　マスカルポーネ,1130.0,4.4,28.2,4.3
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　モッツァレラ,1119.0,18.4,19.9,4.2
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　やぎ,1165.0,20.6,21.7,2.7
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　リコッタ,662.0,7.1,11.5,6.7
＜牛乳及び乳製品＞　（チーズ類）　プロセスチーズ,1300.0,22.7,26.0,1.3
＜牛乳及び乳製品＞　（チーズ類）　チーズスプレッド,1180.0,15.9,25.7,0.6
＜牛乳及び乳製品＞　（アイスクリーム類）　アイスクリーム　高脂肪,858.0,3.5,12.0,22.4
＜牛乳及び乳製品＞　（アイスクリーム類）　アイスクリーム　普通脂肪,749.0,3.9,8.0,23.2
＜牛乳及び乳製品＞　（アイスクリーム類）　アイスミルク,703.0,3.4,6.4,23.9
＜牛乳及び乳製品＞　（アイスクリーム類）　ラクトアイス　普通脂肪,906.0,3.1,13.6,22.2
＜牛乳及び乳製品＞　（アイスクリーム類）　ラクトアイス　低脂肪,456.0,1.8,2.0,20.6
＜牛乳及び乳製品＞　（アイスクリーム類）　ソフトクリーム,614.0,3.8,5.6,20.1
＜牛乳及び乳製品＞　（その他）　カゼイン,1520.0,86.2,1.5,0.0
＜牛乳及び乳製品＞　（その他）　シャーベット,541.0,0.9,1.0,28.7
＜牛乳及び乳製品＞　（その他）　チーズホエーパウダー,1444.0,12.5,1.2,77.0
＜その他＞　人乳,255.0,1.1,3.5,7.2
＜その他＞　やぎ乳,240.0,3.1,3.6,4.5
（植物油脂類）　あまに油,3688.0,0.0,100.0,0.0
（植物油脂類）　えごま油,3690.0,0.0,100.0,0.0
（植物油脂類）　オリーブ油,3677.0,0.0,100.0,0.0
（植物油脂類）　ごま油,3662.0,0.0,100.0,0.0
（植物油脂類）　米ぬか油,3621.0,0.0,100.0,0.0
（植物油脂類）　サフラワー油　ハイオレイック,3669.0,0.0,100.0,0.0
（植物油脂類）　サフラワー油　ハイリノール,3632.0,0.0,100.0,0.0
（植物油脂類）　大豆油,3640.0,0.0,100.0,0.0
（植物油脂類）　調合油,3644.0,0.0,100.0,0.0
（植物油脂類）　とうもろこし油,3636.0,0.0,100.0,0.0
（植物油脂類）　なたね油,3649.0,0.0,100.0,0.0
（植物油脂類）　パーム油,3646.0,0.0,100.0,0.0
（植物油脂類）　パーム核油,3672.0,0.0,100.0,0.0
（植物油脂類）　ひまわり油　ハイリノール,3697.0,0.0,100.0,0.0
（植物油脂類）　ひまわり油　ミッドオレイック,3668.0,0.0,100.0,0.0
（植物油脂類）　ひまわり油　ハイオレイック,3695.0,0.0,100.0,0.0
（植物油脂類）　ぶどう油,3629.0,0.0,100.0,0.0
（植物油脂類）　綿実油,3632.0,0.0,100.0,0.0
（植物油脂類）　やし油,3655.0,0.0,100.0,0.0
（植物油脂類）　落花生油,3628.0,0.0,100.0,0.0
（動物油脂類）　牛脂,3577.0,0.2,99.8,0.0
（動物油脂類）　たらのあぶら,3511.0,0.1,99.8,0.0
（動物油脂類）　ラード,3639.0,0.0,100.0,0.0
（バター類）　無発酵バター　有塩バター,2880.0,0.6,81.0,0.2
（バター類）　無発酵バター　食塩不使用バター,2964.0,0.5,83.0,0.2
（バター類）　発酵バター　有塩バター,2938.0,0.6,80.0,4.4
（マーガリン類）　マーガリン　家庭用　有塩,2939.0,0.4,83.1,0.5
（マーガリン類）　マーガリン　家庭用　無塩,2939.0,0.4,83.1,0.5
（マーガリン類）　マーガリン　業務用　有塩,3046.0,0.3,84.3,0.1
（マーガリン類）　マーガリン　業務用　無塩,3046.0,0.3,84.3,0.1
（マーガリン類）　ファットスプレッド,2383.0,0.2,69.1,0.0
（その他）　ショートニング　家庭用,3654.0,0.0,99.9,0.0
（その他）　ショートニング　業務用　製菓,3625.0,0.0,99.9,0.0
（その他）　ショートニング　業務用　フライ,3645.0,0.0,99.9,0.0
＜和生菓子・和半生菓子類＞　甘納豆　あずき,1206.0,3.4,0.3,69.5
＜和生菓子・和半生菓子類＞　甘納豆　いんげんまめ,1226.0,3.8,0.5,69.9
＜和生菓子・和半生菓子類＞　甘納豆　えんどう,1246.0,3.8,0.4,72.2
＜和生菓子・和半生菓子類＞　今川焼　こしあん入り,924.0,,,
＜和生菓子・和半生菓子類＞　今川焼　つぶしあん入り,935.0,,,
＜和生菓子・和半生菓子類＞　今川焼　カスタードクリーム入り,952.0,,,
＜和生菓子・和半生菓子類＞　ういろう　白,770.0,,,
＜和生菓子・和半生菓子類＞　ういろう　黒,742.0,,,
＜和生菓子・和半生菓子類＞　うぐいすもち　こしあん入り,1005.0,,,
＜和生菓子・和半生菓子類＞　うぐいすもち　つぶしあん入り,1009.0,,,
＜和生菓子・和半生菓子類＞　かしわもち　こしあん入り,866.0,,,
＜和生菓子・和半生菓子類＞　かしわもち　つぶしあん入り,870.0,,,
＜和生菓子・和半生菓子類＞　カステラ,1328.0,,,
＜和生菓子・和半生菓子類＞　かのこ,1105.0,,,
＜和生菓子・和半生菓子類＞　かるかん,965.0,,,
＜和生菓子・和半生菓子類＞　きび団子,1273.0,,,
＜和生菓子・和半生菓子類＞　ぎゅうひ,1078.0,,,
＜和生菓子・和半生菓子類＞　きりざんしょ,1045.0,,,
＜和生菓子・和半生菓子類＞　きんぎょく糖,1203.0,,0.0,
＜和生菓子・和半生菓子類＞　きんつば,1105.0,,,
＜和生菓子・和半生菓子類＞　草もち　こしあん入り,956.0,,,
＜和生菓子・和半生菓子類＞　草もち　つぶしあん入り,967.0,,,
＜和生菓子・和半生菓子類＞　くし団子　あん　こしあん入り,845.0,,,
＜和生菓子・和半生菓子類＞　くし団子　あん　つぶしあん入り,847.0,,,
＜和生菓子・和半生菓子類＞　くし団子　みたらし,827.0,,,
＜和生菓子・和半生菓子類＞　くずもち　関西風　くずでん粉製品,399.0,,,
＜和生菓子・和半生菓子類＞　くずもち　関東風　小麦でん粉製品,400.0,,,
＜和生菓子・和半生菓子類＞　げっぺい,1471.0,,,
＜和生菓子・和半生菓子類＞　五平もち,755.0,,,
＜和生菓子・和半生菓子類＞　桜もち　関西風　こしあん入り,836.0,,,
＜和生菓子・和半生菓子類＞　桜もち　関西風　つぶしあん入り,839.0,,,
＜和生菓子・和半生菓子類＞　桜もち　関東風　こしあん入り,1000.0,,,
＜和生菓子・和半生菓子類＞　桜もち　関東風　つぶしあん入り,1007.0,,,
＜和生菓子・和半生菓子類＞　笹だんご　こしあん入り,965.0,,,
＜和生菓子・和半生菓子類＞　笹だんご　つぶしあん入り,970.0,,,
＜和生菓子・和半生菓子類＞　ずんだあん,805.0,,,
＜和生菓子・和半生菓子類＞　ずんだもち,899.0,,,
＜和生菓子・和半生菓子類＞　大福もち　こしあん入り,950.0,,,
＜和生菓子・和半生菓子類＞　大福もち　つぶしあん入り,950.0,,,
＜和生菓子・和半生菓子類＞　タルト　（和菓子）,1222.0,,,
＜和生菓子・和半生菓子類＞　ちまき,642.0,,,
＜和生菓子・和半生菓子類＞　ちゃつう,1359.0,,,
＜和生菓子・和半生菓子類＞　どら焼　こしあん入り,1197.0,,,
＜和生菓子・和半生菓子類＞　どら焼　つぶしあん入り,1242.0,,,
＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　こしあん入り,1169.0,,,
＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　こしあん・つぶしあん混合,1166.0,,,
＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　つぶしあん入り,1170.0,,,
＜和生菓子・和半生菓子類＞　ねりきり,1102.0,,,
＜和生菓子・和半生菓子類＞　まんじゅう　カステラまんじゅう　こしあん入り,1241.0,,,
＜和生菓子・和半生菓子類＞　まんじゅう　カステラまんじゅう　つぶしあん入り,1239.0,,,
＜和生菓子・和半生菓子類＞　まんじゅう　かるかんまんじゅう　こしあん入り,961.0,,,
＜和生菓子・和半生菓子類＞　まんじゅう　かるかんまんじゅう　つぶしあん入り,962.0,,,
＜和生菓子・和半生菓子類＞　まんじゅう　くずまんじゅう　こしあん入り,922.0,,,
＜和生菓子・和半生菓子類＞　まんじゅう　くずまんじゅう　つぶしあん入り,930.0,,,
＜和生菓子・和半生菓子類＞　まんじゅう　くりまんじゅう　こしあん入り,1261.0,,,
＜和生菓子・和半生菓子類＞　まんじゅう　くりまんじゅう　つぶしあん入り,1255.0,,,
＜和生菓子・和半生菓子類＞　まんじゅう　とうまんじゅう　こしあん入り,1269.0,,,
＜和生菓子・和半生菓子類＞　まんじゅう　とうまんじゅう　つぶしあん入り,1249.0,,,
＜和生菓子・和半生菓子類＞　まんじゅう　蒸しまんじゅう　こしあん入り,1083.0,,,
＜和生菓子・和半生菓子類＞　まんじゅう　蒸しまんじゅう　つぶしあん入り,1096.0,,,
＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　あんまん　こしあん入り,1158.0,,,
＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　あんまん　つぶしあん入り,1180.0,,,
＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　肉まん,1025.0,,,
＜和生菓子・和半生菓子類＞　もなか　こしあん入り,1180.0,,,
＜和生菓子・和半生菓子類＞　もなか　つぶしあん入り,1181.0,,,
＜和生菓子・和半生菓子類＞　ゆべし,1363.0,,,
＜和生菓子・和半生菓子類＞　ようかん　練りようかん,1232.0,,,
＜和生菓子・和半生菓子類＞　ようかん　水ようかん,713.0,,,
＜和生菓子・和半生菓子類＞　ようかん　蒸しようかん,1010.0,,,
＜和干菓子類＞　あめ玉,1643.0,0.0,0.0,
＜和干菓子類＞　芋かりんとう,1957.0,,,
＜和干菓子類＞　おこし,1604.0,,,
＜和干菓子類＞　おのろけ豆,1849.0,,,
＜和干菓子類＞　かりんとう　黒,1776.0,,,
＜和干菓子類＞　かりんとう　白,1789.0,,,
＜和干菓子類＞　ごかぼう,1555.0,,,
＜和干菓子類＞　小麦粉せんべい　磯部せんべい,1608.0,,,
＜和干菓子類＞　小麦粉せんべい　かわらせんべい,1661.0,,,
＜和干菓子類＞　小麦粉せんべい　巻きせんべい,1645.0,,,
＜和干菓子類＞　小麦粉せんべい　南部せんべい　ごま入り,1786.0,,,
＜和干菓子類＞　小麦粉せんべい　南部せんべい　落花生入り,1781.0,,,
＜和干菓子類＞　しおがま,1483.0,,,
＜和干菓子類＞　ひなあられ　関西風,1634.0,,,
＜和干菓子類＞　ひなあられ　関東風,1612.0,,,
＜和干菓子類＞　米菓　揚げせんべい,1928.0,,,
＜和干菓子類＞　米菓　甘辛せんべい,1595.0,,,
＜和干菓子類＞　米菓　あられ,1603.0,,,
＜和干菓子類＞　米菓　しょうゆせんべい,1566.0,,,
＜和干菓子類＞　ボーロ　小粒,1663.0,,,
＜和干菓子類＞　ボーロ　そばボーロ,1692.0,,,
＜和干菓子類＞　松風,1612.0,,,
＜和干菓子類＞　みしま豆,1700.0,,,
＜和干菓子類＞　八つ橋,1663.0,,,
＜和干菓子類＞　らくがん　らくがん,1636.0,,,
＜和干菓子類＞　らくがん　麦らくがん,1685.0,,,
＜和干菓子類＞　らくがん　もろこしらくがん,1591.0,,,
＜菓子パン類＞　揚げパン,1543.0,8.7,18.7,43.5
＜菓子パン類＞　あんパン　こしあん入り,1131.0,,,
＜菓子パン類＞　あんパン　つぶしあん入り,1126.0,,,
＜菓子パン類＞　あんパン　薄皮タイプ　こしあん入り,1084.0,,,
＜菓子パン類＞　あんパン　薄皮タイプ　つぶしあん入り,1095.0,,,
＜菓子パン類＞　カレーパン　皮及び具,1264.0,,,
＜菓子パン類＞　カレーパン　皮のみ,1516.0,7.2,22.4,38.4
＜菓子パン類＞　カレーパン　具のみ,703.0,5.3,9.3,18.8
＜菓子パン類＞　クリームパン,1206.0,,,
＜菓子パン類＞　クリームパン　薄皮タイプ,919.0,,,
＜菓子パン類＞　ジャムパン,1205.0,,,
＜菓子パン類＞　チョココロネ,1343.0,,,
＜菓子パン類＞　チョコパン　薄皮タイプ,1423.0,,,
＜菓子パン類＞　メロンパン,1475.0,8.0,10.5,59.9
＜菓子パン類＞　菓子パン　あんなし,1246.0,,,
＜ケーキ・ペストリー類＞　シュークリーム,887.0,,,
＜ケーキ・ペストリー類＞　スポンジケーキ,1197.0,,,
＜ケーキ・ペストリー類＞　ショートケーキ　果実なし,1338.0,,,
＜ケーキ・ペストリー類＞　ショートケーキ　いちご,1320.0,,,
＜ケーキ・ペストリー類＞　タルト　（洋菓子）,1035.0,,,
＜ケーキ・ペストリー類＞　チーズケーキ　ベイクドチーズケーキ,1248.0,,,
＜ケーキ・ペストリー類＞　チーズケーキ　レアチーズケーキ,1450.0,,,
＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　プレーン,1595.0,,,
＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　プレーン　,1832.0,,,
＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　こしあん,1385.0,,,
＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　つぶしあん,1356.0,,,
＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　こしあん,1609.0,,,
＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　つぶしあん,1619.0,,,
＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　カスタードクリーム,1273.0,,,
＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　カスタードクリーム,1740.0,,,
＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　プレーン,1586.0,,,
＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　こしあん,1434.0,,,
＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　つぶしあん,1431.0,,,
＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　カスタードクリーム,1554.0,,,
＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　プレーン,1549.0,,,
＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　こしあん,1495.0,,,
＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　つぶしあん,1500.0,,,
＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　カスタードクリーム,1581.0,,,
＜ケーキ・ペストリー類＞　パイ　パイ皮,1559.0,,,
＜ケーキ・ペストリー類＞　パイ　アップルパイ,1230.0,,,
＜ケーキ・ペストリー類＞　パイ　ミートパイ,1583.0,,,
＜ケーキ・ペストリー類＞　バターケーキ,1767.0,,,
＜ケーキ・ペストリー類＞　ホットケーキ,1070.0,,,
＜ケーキ・ペストリー類＞　ワッフル　カスタードクリーム入り,1019.0,,,
＜ケーキ・ペストリー類＞　ワッフル　ジャム入り,1184.0,,,
＜デザート菓子類＞　カスタードプリン,488.0,,,
＜デザート菓子類＞　牛乳寒天,259.0,,,
＜デザート菓子類＞　こんにゃくゼリー,275.0,0.0,,
＜デザート菓子類＞　ゼリー　オレンジ,342.0,,,
＜デザート菓子類＞　ゼリー　コーヒー,185.0,,0.0,
＜デザート菓子類＞　ゼリー　ミルク,432.0,,,
＜デザート菓子類＞　ゼリー　ワイン,275.0,,0.0,
＜デザート菓子類＞　ババロア,854.0,,,
＜ビスケット類＞　ウエハース,1855.0,7.6,13.6,75.3
＜ビスケット類＞　ウエハース　クリーム入り,2068.0,,,
＜ビスケット類＞　クラッカー　オイルスプレークラッカー,2016.0,8.5,22.5,63.9
＜ビスケット類＞　クラッカー　ソーダクラッカー,1775.0,10.4,9.8,74.4
＜ビスケット類＞　サブレ,1936.0,,,
＜ビスケット類＞　中華風クッキー,2151.0,,,
＜ビスケット類＞　ビスケット　ハードビスケット,1780.0,7.6,10.0,77.8
＜ビスケット類＞　ビスケット　ソフトビスケット,2149.0,5.7,27.6,62.6
＜ビスケット類＞　プレッツェル,1956.0,9.9,18.6,68.2
＜ビスケット類＞　リーフパイ,2331.0,5.8,35.5,55.8
＜ビスケット類＞　ロシアケーキ,2038.0,,,
＜スナック類＞　小麦粉あられ,1985.0,,,
＜スナック類＞　コーンスナック,2159.0,5.2,27.1,65.3
＜スナック類＞　ポテトチップス　ポテトチップス,2255.0,4.7,35.2,54.7
＜スナック類＞　ポテトチップス　成形ポテトチップス,2149.0,5.8,32.0,57.3
＜キャンデー類＞　かわり玉,1671.0,0.0,0.0,
＜キャンデー類＞　キャラメル,1799.0,4.0,11.7,77.9
＜キャンデー類＞　ゼリーキャンデー,1426.0,,0.0,
＜キャンデー類＞　ゼリービーンズ,1527.0,,,
＜キャンデー類＞　ドロップ,1662.0,0.0,0.0,
＜キャンデー類＞　バタースコッチ,1758.0,,,
＜キャンデー類＞　ブリットル,2118.0,,,
＜キャンデー類＞　マシュマロ,1382.0,,0.0,
＜キャンデー類＞　ラムネ,1586.0,0.0,0.5,92.2
＜チョコレート類＞　アーモンドチョコレート,2338.0,,,
＜チョコレート類＞　カバーリングチョコレート,2047.0,,,
＜チョコレート類＞　スイートチョコレート,2207.0,5.8,37.7,52.6
＜チョコレート類＞　スイートチョコレート　カカオ増量,2237.0,8.9,41.3,43.3
＜チョコレート類＞　ホワイトチョコレート,2457.0,7.2,39.5,50.9
＜チョコレート類＞　ミルクチョコレート,2298.0,6.9,34.1,55.8
＜果実菓子類＞　マロングラッセ,1291.0,1.1,0.3,77.4
＜チューインガム類＞　板ガム,1647.0,0.0,0.0,
＜チューインガム類＞　糖衣ガム,1659.0,0.0,0.0,
＜チューインガム類＞　風船ガム,1644.0,0.0,0.0,
＜その他＞　カスタードクリーム,735.0,,,
＜その他＞　しるこ　こしあん,899.0,,,
＜その他＞　しるこ　つぶしあん,760.0,,,
＜その他＞　チョコレートクリーム,2007.0,,,
＜アルコール飲料類＞　（醸造酒類）　清酒　普通酒,447.0,0.4,,4.9
＜アルコール飲料類＞　（醸造酒類）　清酒　純米酒,425.0,0.4,,3.6
＜アルコール飲料類＞　（醸造酒類）　清酒　本醸造酒,440.0,0.4,0.0,4.5
＜アルコール飲料類＞　（醸造酒類）　清酒　吟醸酒,429.0,0.3,0.0,3.6
＜アルコール飲料類＞　（醸造酒類）　清酒　純米吟醸酒,425.0,0.4,0.0,4.1
＜アルコール飲料類＞　（醸造酒類）　ビール　淡色,165.0,0.3,0.0,3.1
＜アルコール飲料類＞　（醸造酒類）　ビール　黒,188.0,0.4,,3.6
＜アルコール飲料類＞　（醸造酒類）　ビール　スタウト,260.0,0.5,,4.9
＜アルコール飲料類＞　（醸造酒類）　発泡酒,185.0,0.1,0.0,3.6
＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　白,313.0,0.1,,2.0
＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　赤,282.0,0.2,,1.5
＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　ロゼ,296.0,0.1,,4.0
＜アルコール飲料類＞　（醸造酒類）　紹興酒,525.0,1.7,,5.1
＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　連続式蒸留しょうちゅう,841.0,0.0,0.0,0.0
＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　単式蒸留しょうちゅう,595.0,0.0,0.0,0.0
＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　泡盛,852.0,,,0.0
＜アルコール飲料類＞　（蒸留酒類）　ウイスキー,969.0,0.0,0.0,0.0
＜アルコール飲料類＞　（蒸留酒類）　ブランデー,969.0,0.0,0.0,0.0
＜アルコール飲料類＞　（蒸留酒類）　ウオッカ,980.0,0.0,0.0,
＜アルコール飲料類＞　（蒸留酒類）　ジン,1162.0,0.0,,0.1
＜アルコール飲料類＞　（蒸留酒類）　ラム,982.0,0.0,,0.1
＜アルコール飲料類＞　（蒸留酒類）　マオタイ酒,1314.0,0.0,0.0,0.0
＜アルコール飲料類＞　（混成酒類）　梅酒,649.0,0.1,,20.7
＜アルコール飲料類＞　（混成酒類）　合成清酒,449.0,0.1,0.0,5.3
＜アルコール飲料類＞　（混成酒類）　白酒,999.0,1.9,,48.1
＜アルコール飲料類＞　（混成酒類）　みりん　本みりん,1015.0,0.3,,43.2
＜アルコール飲料類＞　（混成酒類）　みりん　本直し,748.0,0.1,,14.4
＜アルコール飲料類＞　（混成酒類）　薬味酒,763.0,,,26.8
＜アルコール飲料類＞　（混成酒類）　キュラソー,1333.0,,,26.4
＜アルコール飲料類＞　（混成酒類）　スイートワイン,523.0,0.1,0.0,13.4
＜アルコール飲料類＞　（混成酒類）　ペパーミント,1260.0,0.0,0.0,37.6
＜アルコール飲料類＞　（混成酒類）　ベルモット　甘口タイプ,631.0,0.1,0.0,16.4
＜アルコール飲料類＞　（混成酒類）　ベルモット　辛口タイプ,468.0,0.1,0.0,3.7
＜アルコール飲料類＞　（混成酒類）　缶チューハイ　レモン風味,211.0,0.0,,2.9
＜茶類＞　（緑茶類）　玉露　茶,998.0,29.1,4.1,43.9
＜茶類＞　（緑茶類）　玉露　浸出液,22.0,1.3,,
＜茶類＞　（緑茶類）　抹茶　茶,984.0,29.6,5.3,39.5
＜茶類＞　（緑茶類）　せん茶　茶,948.0,24.5,4.7,47.7
＜茶類＞　（緑茶類）　せん茶　浸出液,7.0,0.2,,0.2
＜茶類＞　（緑茶類）　かまいり茶　浸出液,2.0,0.1,,
＜茶類＞　（緑茶類）　番茶　茶,1105.0,21.8,5.3,52.0
＜茶類＞　（緑茶類）　番茶　浸出液,1.0,,,0.1
＜茶類＞　（緑茶類）　ほうじ茶　茶,1063.0,18.4,5.0,59.4
＜茶類＞　（緑茶類）　ほうじ茶　浸出液,1.0,,,0.1
＜茶類＞　（緑茶類）　玄米茶　浸出液,0.0,0.0,,0.0
＜茶類＞　（発酵茶類）　ウーロン茶　浸出液,1.0,,,0.1
＜茶類＞　（発酵茶類）　紅茶　茶,974.0,20.3,2.5,51.7
＜茶類＞　（発酵茶類）　紅茶　浸出液,3.0,0.1,,0.1
＜コーヒー・ココア類＞　コーヒー　浸出液,16.0,0.2,,0.7
