food_name,energy,protein,fat,carbohydrate
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　赤肉　生,546.0,21.9,4.9,0.4
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身　生,2446.0,5.1,64.1,0.2
＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　脂身つき　生,915.0,18.2,16.3,0.6
＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　皮下脂肪なし　生,747.0,19.6,11.1,0.6
＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　赤肉　生,551.0,21.3,5.0,0.7
＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　脂身つき　生,971.0,18.6,17.8,0.6
＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　皮下脂肪なし　生,845.0,19.7,13.9,0.6
＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　赤肉　生,596.0,22.0,6.1,0.7
＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　生,740.0,20.8,11.2,0.5
＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　焼き,993.0,27.2,15.2,0.4
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　生,2016.0,12.0,51.8,0.3
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　ゆで,2228.0,13.2,56.5,0.1
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　焼き,2371.0,14.5,60.1,0.2
＜畜肉類＞　うし　［交雑牛肉］　リブロース　皮下脂肪なし　生,1808.0,13.6,45.2,0.3
＜畜肉類＞　うし　［交雑牛肉］　リブロース　赤肉　生,1400.0,16.7,32.3,0.4
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身　生,3121.0,3.6,86.7,0.0
＜畜肉類＞　うし　［交雑牛肉］　ばら　脂身つき　生,1839.0,12.2,44.4,0.3
＜畜肉類＞　うし　［交雑牛肉］　もも　脂身つき　生,1291.0,16.4,28.9,0.4
＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　生,1037.0,18.3,21.6,0.4
＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　ゆで,1374.0,25.7,28.2,0.2
＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　焼き,1298.0,25.0,27.6,0.5
＜畜肉類＞　うし　［交雑牛肉］　もも　赤肉　生,922.0,19.3,17.5,0.5
＜畜肉類＞　うし　［交雑牛肉］　もも　脂身　生,2807.0,4.8,75.8,0.1
＜畜肉類＞　うし　［交雑牛肉］　ヒレ　赤肉　生,954.0,19.0,18.0,0.4
＜畜肉類＞　うし　［輸入牛肉］　かた　脂身つき　生,667.0,19.0,10.6,0.1
＜畜肉類＞　うし　［輸入牛肉］　かた　皮下脂肪なし　生,580.0,19.6,7.8,0.1
＜畜肉類＞　うし　［輸入牛肉］　かた　赤肉　生,481.0,20.4,4.6,0.1
＜畜肉類＞　うし　［輸入牛肉］　かた　脂身　生,2210.0,7.1,60.5,0.0
＜畜肉類＞　うし　［輸入牛肉］　かたロース　脂身つき　生,918.0,17.9,17.4,0.1
＜畜肉類＞　うし　［輸入牛肉］　かたロース　皮下脂肪なし　生,909.0,18.0,17.1,0.1
＜畜肉類＞　うし　［輸入牛肉］　かたロース　赤肉　生,670.0,19.7,9.5,0.1
＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　生,883.0,20.1,15.4,0.4
＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　ゆで,1276.0,25.8,23.9,0.1
＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　焼き,1275.0,25.0,23.9,0.3
＜畜肉類＞　うし　［輸入牛肉］　リブロース　皮下脂肪なし　生,848.0,20.3,14.4,0.4
＜畜肉類＞　うし　［輸入牛肉］　リブロース　赤肉　生,681.0,21.7,9.1,0.4
＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身　生,2690.0,5.7,73.1,0.1
＜畜肉類＞　うし　［輸入牛肉］　サーロイン　脂身つき　生,1135.0,17.4,23.7,0.4
＜畜肉類＞　うし　［輸入牛肉］　サーロイン　皮下脂肪なし　生,910.0,19.1,16.5,0.4
＜畜肉類＞　うし　［輸入牛肉］　サーロイン　赤肉　生,534.0,22.0,4.4,0.5
＜畜肉類＞　うし　［輸入牛肉］　ばら　脂身つき　生,1396.0,14.4,32.9,0.2
＜畜肉類＞　うし　［輸入牛肉］　もも　脂身つき　生,620.0,19.6,8.6,0.4
＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　生,558.0,20.0,6.7,0.4
＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　ゆで,854.0,30.0,11.0,0.2
＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　焼き,858.0,28.0,14.1,0.4
＜畜肉類＞　うし　［輸入牛肉］　もも　赤肉　生,493.0,21.2,4.3,0.4
＜畜肉類＞　うし　［輸入牛肉］　もも　脂身　生,2391.0,6.3,64.4,0.2
＜畜肉類＞　うし　［輸入牛肉］　そともも　脂身つき　生,820.0,18.7,14.3,0.3
＜畜肉類＞　うし　［輸入牛肉］　そともも　皮下脂肪なし　生,745.0,19.3,11.9,0.3
＜畜肉類＞　うし　［輸入牛肉］　そともも　赤肉　生,494.0,21.2,3.9,0.3
＜畜肉類＞　うし　［輸入牛肉］　ランプ　脂身つき　生,892.0,18.4,16.4,0.4
＜畜肉類＞　うし　［輸入牛肉］　ランプ　皮下脂肪なし　生,729.0,19.7,11.1,0.5
＜畜肉類＞　うし　［輸入牛肉］　ランプ　赤肉　生,475.0,21.6,3.0,0.5
＜畜肉類＞　うし　［輸入牛肉］　ヒレ　赤肉　生,519.0,20.5,4.8,0.3
＜畜肉類＞　うし　［子牛肉］　リブロース　皮下脂肪なし　生,399.0,21.7,0.9,0.3
＜畜肉類＞　うし　［子牛肉］　ばら　皮下脂肪なし　生,475.0,20.9,3.6,0.0
＜畜肉類＞　うし　［子牛肉］　もも　皮下脂肪なし　生,452.0,21.2,2.7,0.2
＜畜肉類＞　うし　［ひき肉］　生,1040.0,17.1,21.1,0.3
＜畜肉類＞　うし　［ひき肉］　焼き,1168.0,25.9,21.3,0.4
＜畜肉類＞　うし　［副生物］　舌　生,1313.0,13.3,31.8,0.2
＜畜肉類＞　うし　［副生物］　舌　焼き,1662.0,20.2,37.1,0.2
＜畜肉類＞　うし　［副生物］　心臓　生,535.0,16.5,7.6,0.1
＜畜肉類＞　うし　［副生物］　肝臓　生,502.0,19.6,3.7,3.7
＜畜肉類＞　うし　［副生物］　じん臓　生,497.0,16.7,6.4,0.2
＜畜肉類＞　うし　［副生物］　第一胃　ゆで,697.0,24.5,8.4,0.0
＜畜肉類＞　うし　［副生物］　第二胃　ゆで,772.0,12.4,15.7,0.0
＜畜肉類＞　うし　［副生物］　第三胃　生,240.0,11.7,1.3,0.0
＜畜肉類＞　うし　［副生物］　第四胃　ゆで,1272.0,11.1,30.0,0.0
＜畜肉類＞　うし　［副生物］　小腸　生,1106.0,9.9,26.1,0.0
＜畜肉類＞　うし　［副生物］　大腸　生,624.0,9.3,13.0,0.0
＜畜肉類＞　うし　［副生物］　直腸　生,444.0,11.6,7.0,0.0
＜畜肉類＞　うし　［副生物］　腱　ゆで,662.0,31.0,5.1,
＜畜肉類＞　うし　［副生物］　子宮　ゆで,402.0,18.4,3.0,0.0
＜畜肉類＞　うし　［副生物］　尾　生,1814.0,11.6,47.1,
＜畜肉類＞　うし　［副生物］　横隔膜　生,1194.0,14.8,27.3,0.3
＜畜肉類＞　うし　［副生物］　横隔膜　ゆで,1717.0,21.3,36.7,0.2
＜畜肉類＞　うし　［副生物］　横隔膜　焼き,1661.0,21.1,37.2,0.3
＜畜肉類＞　うし　［加工品］　ローストビーフ,795.0,21.7,11.7,0.9
＜畜肉類＞　うし　［加工品］　コンビーフ缶詰,795.0,19.8,13.0,1.7
＜畜肉類＞　うし　［加工品］　味付け缶詰,659.0,19.2,4.4,9.9
＜畜肉類＞　うし　［加工品］　ビーフジャーキー,1285.0,54.8,7.8,6.4
＜畜肉類＞　うし　［加工品］　スモークタン,1134.0,18.1,23.0,0.9
＜畜肉類＞　うま　肉　赤肉　生,433.0,20.1,2.5,0.3
＜畜肉類＞　くじら　肉　赤肉　生,425.0,24.1,0.4,0.2
＜畜肉類＞　くじら　うねす　生,1361.0,18.8,31.4,0.2
＜畜肉類＞　くじら　本皮　生,2386.0,9.7,68.8,0.2
＜畜肉類＞　くじら　さらしくじら,120.0,5.3,0.9,0.0
＜畜肉類＞　しか　あかしか　赤肉　生,432.0,22.3,1.5,0.5
＜畜肉類＞　しか　にほんじか　赤肉　生,501.0,23.9,4.0,0.3
＜畜肉類＞　しか　にほんじか　えぞしか　赤肉　生,528.0,22.6,5.2,0.6
＜畜肉類＞　しか　にほんじか　きゅうしゅうじか　赤肉　生,452.0,22.6,2.5,0.1
＜畜肉類＞　しか　にほんじか　ほんしゅうじか　赤肉　生,382.0,21.4,1.0,0.1
＜畜肉類＞　ぶた　［大型種肉］　かた　脂身つき　生,836.0,18.5,14.6,0.2
＜畜肉類＞　ぶた　［大型種肉］　かた　皮下脂肪なし　生,663.0,19.7,9.3,0.2
＜畜肉類＞　ぶた　［大型種肉］　かた　赤肉　生,481.0,20.9,3.8,0.2
＜畜肉類＞　ぶた　［大型種肉］　かた　脂身　生,2727.0,5.3,72.4,0.0
＜畜肉類＞　ぶた　［大型種肉］　かたロース　脂身つき　生,986.0,17.1,19.2,0.1
＜畜肉類＞　ぶた　［大型種肉］　かたロース　皮下脂肪なし　生,880.0,17.8,16.0,0.1
＜畜肉類＞　ぶた　［大型種肉］　かたロース　赤肉　生,611.0,19.7,7.8,0.1
＜畜肉類＞　ぶた　［大型種肉］　かたロース　脂身　生,2650.0,5.4,70.7,0.0
＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身つき　生,1029.0,19.3,19.2,0.2
＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身つき　ゆで,1241.0,23.9,24.1,0.3
＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身つき　焼き,1288.0,26.7,22.7,0.3
＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身つき　とんかつ,1780.0,22.0,35.9,9.8
＜畜肉類＞　ぶた　［大型種肉］　ロース　皮下脂肪なし　生,793.0,21.1,11.9,0.3
＜畜肉類＞　ぶた　［大型種肉］　ロース　赤肉　生,589.0,22.7,5.6,0.3
＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身　生,2860.0,5.1,76.3,0.0
＜畜肉類＞　ぶた　［大型種肉］　ばら　脂身つき　生,1511.0,14.4,35.4,0.1
＜畜肉類＞　ぶた　［大型種肉］　ばら　脂身つき　焼き,1833.0,19.6,43.9,0.1
＜畜肉類＞　ぶた　［大型種肉］　もも　脂身つき　生,715.0,20.5,10.2,0.2
＜畜肉類＞　ぶた　［大型種肉］　もも　皮下脂肪なし　生,579.0,21.5,6.0,0.2
＜畜肉類＞　ぶた　［大型種肉］　もも　皮下脂肪なし　ゆで,777.0,28.9,8.1,0.3
＜畜肉類＞　ぶた　［大型種肉］　もも　皮下脂肪なし　焼き,781.0,30.2,7.6,0.3
＜畜肉類＞　ぶた　［大型種肉］　もも　赤肉　生,502.0,22.1,3.6,0.2
＜畜肉類＞　ぶた　［大型種肉］　もも　脂身　生,2517.0,6.5,67.6,0.0
＜畜肉類＞　ぶた　［大型種肉］　そともも　脂身つき　生,921.0,18.8,16.5,0.2
＜畜肉類＞　ぶた　［大型種肉］　そともも　皮下脂肪なし　生,731.0,20.2,10.7,0.2
＜畜肉類＞　ぶた　［大型種肉］　そともも　赤肉　生,560.0,21.4,5.5,0.2
＜畜肉類＞　ぶた　［大型種肉］　そともも　脂身　生,2599.0,6.6,68.1,0.0
＜畜肉類＞　ぶた　［大型種肉］　ヒレ　赤肉　生,498.0,22.2,3.7,0.3
＜畜肉類＞　ぶた　［大型種肉］　ヒレ　赤肉　焼き,851.0,39.3,5.9,0.4
＜畜肉類＞　ぶた　［大型種肉］　ヒレ　赤肉　とんかつ,1582.0,25.1,25.3,14.9
＜畜肉類＞　ぶた　［中型種肉］　かた　脂身つき　生,932.0,18.3,17.2,0.0
＜畜肉類＞　ぶた　［中型種肉］　かた　皮下脂肪なし　生,719.0,19.7,10.8,0.0
＜畜肉類＞　ぶた　［中型種肉］　かた　赤肉　生,477.0,21.4,3.5,0.0
＜畜肉類＞　ぶた　［中型種肉］　かた　脂身　生,2872.0,4.9,75.7,0.0
＜畜肉類＞　ぶた　［中型種肉］　かたロース　脂身つき　生,1002.0,17.7,19.3,0.0
＜畜肉類＞　ぶた　［中型種肉］　かたロース　皮下脂肪なし　生,882.0,18.5,15.7,0.0
＜畜肉類＞　ぶた　［中型種肉］　かたロース　赤肉　生,588.0,20.6,6.8,0.0
＜畜肉類＞　ぶた　［中型種肉］　かたロース　脂身　生,2730.0,5.4,71.9,0.0
＜畜肉類＞　ぶた　［中型種肉］　ロース　脂身つき　生,1140.0,18.3,22.6,0.2
＜畜肉類＞　ぶた　［中型種肉］　ロース　皮下脂肪なし　生,846.0,20.6,13.6,0.2
＜畜肉類＞　ぶた　［中型種肉］　ロース　赤肉　生,553.0,22.9,4.6,0.2
＜畜肉類＞　ぶた　［中型種肉］　ロース　脂身　生,2944.0,4.1,78.3,0.0
＜畜肉類＞　ぶた　［中型種肉］　ばら　脂身つき　生,1643.0,13.4,40.1,0.0
＜畜肉類＞　ぶた　［中型種肉］　もも　脂身つき　生,878.0,19.5,15.1,0.2
＜畜肉類＞　ぶた　［中型種肉］　もも　皮下脂肪なし　生,641.0,21.3,7.8,0.2
＜畜肉類＞　ぶた　［中型種肉］　もも　赤肉　生,559.0,21.9,5.3,0.2
＜畜肉類＞　ぶた　［中型種肉］　もも　脂身　生,2765.0,5.2,73.8,0.0
＜畜肉類＞　ぶた　［中型種肉］　そともも　脂身つき　生,1047.0,18.0,20.3,0.2
＜畜肉類＞　ぶた　［中型種肉］　そともも　皮下脂肪なし　生,664.0,21.0,8.5,0.2
＜畜肉類＞　ぶた　［中型種肉］　そともも　赤肉　生,544.0,21.9,4.8,0.2
＜畜肉類＞　ぶた　［中型種肉］　そともも　脂身　生,2714.0,4.9,72.5,0.0
＜畜肉類＞　ぶた　［中型種肉］　ヒレ　赤肉　生,443.0,22.7,1.7,0.1
＜畜肉類＞　ぶた　［ひき肉］　生,868.0,17.7,17.2,0.1
＜畜肉類＞　ぶた　［ひき肉］　焼き,1202.0,25.7,21.5,0.1
＜畜肉類＞　ぶた　［副生物］　頭部　ジョウルミート　生,1060.0,17.4,22.3,0.1
＜畜肉類＞　ぶた　［副生物］　頭部　ジョウルミート　焼き,1459.0,25.0,28.6,0.1
＜畜肉類＞　ぶた　［副生物］　舌　生,853.0,15.9,16.3,0.1
＜畜肉類＞　ぶた　［副生物］　心臓　生,497.0,16.2,7.0,0.1
＜畜肉類＞　ぶた　［副生物］　肝臓　生,484.0,20.4,3.4,2.5
＜畜肉類＞　ぶた　［副生物］　じん臓　生,404.0,14.1,5.8,
＜畜肉類＞　ぶた　［副生物］　胃　ゆで,465.0,17.4,5.1,0.0
＜畜肉類＞　ぶた　［副生物］　小腸　ゆで,663.0,14.0,11.9,0.0
＜畜肉類＞　ぶた　［副生物］　大腸　ゆで,691.0,11.7,13.8,0.0
＜畜肉類＞　ぶた　［副生物］　子宮　生,273.0,14.6,0.9,0.0
＜畜肉類＞　ぶた　［副生物］　豚足　ゆで,944.0,20.1,16.8,
＜畜肉類＞　ぶた　［副生物］　軟骨　ゆで,952.0,17.8,17.9,0.0
＜畜肉類＞　ぶた　［ハム類］　骨付きハム,866.0,16.7,16.6,0.8
＜畜肉類＞　ぶた　［ハム類］　ボンレスハム,483.0,18.7,4.0,1.8
＜畜肉類＞　ぶた　［ハム類］　ロースハム　ロースハム,881.0,18.6,14.5,2.0
＜畜肉類＞　ぶた　［ハム類］　ロースハム　ゆで,971.0,19.7,16.6,1.6
＜畜肉類＞　ぶた　［ハム類］　ロースハム　焼き,1001.0,23.6,15.1,2.4
＜畜肉類＞　ぶた　［ハム類］　ロースハム　フライ,1796.0,17.3,32.3,20.0
＜畜肉類＞　ぶた　［ハム類］　ショルダーハム,917.0,16.1,18.2,0.6
＜畜肉類＞　ぶた　［ハム類］　生ハム　促成,1014.0,24.0,16.6,0.5
＜畜肉類＞　ぶた　［ハム類］　生ハム　長期熟成,1051.0,25.7,18.4,0.0
＜畜肉類＞　ぶた　［プレスハム類］　プレスハム,477.0,15.4,4.5,3.9
＜畜肉類＞　ぶた　［プレスハム類］　チョップドハム,558.0,11.7,4.2,12.7
＜畜肉類＞　ぶた　［ベーコン類］　ばらベーコン　ばらベーコン　,1014.0,15.4,19.4,3.2
＜畜肉類＞　ぶた　［ベーコン類］　ばらベーコン　ゆで,966.0,21.6,15.7,1.3
＜畜肉類＞　ぶた　［ベーコン類］　ばらベーコン　焼き,1203.0,24.3,24.9,4.4
＜畜肉類＞　ぶた　［ベーコン類］　ばらベーコン　油いため,1128.0,21.6,18.9,3.7
＜畜肉類＞　ぶた　［ベーコン類］　ロースベーコン,843.0,16.8,14.6,3.2
＜畜肉類＞　ぶた　［ベーコン類］　ショルダーベーコン,744.0,17.2,11.9,2.5
＜畜肉類＞　ぶた　［ソーセージ類］　ウインナーソーセージ　ウインナーソーセージ,1319.0,11.5,30.6,3.3
＜畜肉類＞　ぶた　［ソーセージ類］　ウインナーソーセージ　ゆで,1356.0,12.1,32.0,1.4
＜畜肉類＞　ぶた　［ソーセージ類］　ウインナーソーセージ　焼き,1426.0,13.0,31.8,2.4
＜畜肉類＞　ぶた　［ソーセージ類］　ウインナーソーセージ　フライ,1557.0,12.8,34.9,4.2
＜畜肉類＞　ぶた　［ソーセージ類］　セミドライソーセージ,1387.0,16.9,29.7,2.9
＜畜肉類＞　ぶた　［ソーセージ類］　ドライソーセージ,1935.0,26.7,42.0,2.6
＜畜肉類＞　ぶた　［ソーセージ類］　フランクフルトソーセージ,1224.0,12.7,24.7,6.2
＜畜肉類＞　ぶた　［ソーセージ類］　ボロニアソーセージ,1002.0,12.5,21.0,2.9
＜畜肉類＞　ぶた　［ソーセージ類］　リオナソーセージ,786.0,14.9,13.1,3.7
＜畜肉類＞　ぶた　［ソーセージ類］　レバーソーセージ,1346.0,14.7,33.5,1.9
＜畜肉類＞　ぶた　［ソーセージ類］　混合ソーセージ,961.0,11.8,22.7,4.7
＜畜肉類＞　ぶた　［ソーセージ類］　生ソーセージ,1111.0,14.0,24.4,0.8
＜畜肉類＞　ぶた　［ソーセージ類］　ランチョンミート,1159.0,14.0,23.8,0.7
＜畜肉類＞　ぶた　［その他］　焼き豚,696.0,19.4,8.2,5.1
＜畜肉類＞　ぶた　［その他］　レバーペースト,1532.0,12.9,34.7,3.6
＜畜肉類＞　ぶた　［その他］　スモークレバー,768.0,29.6,7.7,2.6
＜畜肉類＞　ぶた　［その他］　ゼラチン,1474.0,87.6,0.3,0.0
＜畜肉類＞　めんよう　［マトン］　ロース　脂身つき　生,800.0,19.3,15.0,0.2
＜畜肉類＞　めんよう　［マトン］　ロース　脂身つき　焼き,1269.0,25.8,24.9,0.2
＜畜肉類＞　めんよう　［マトン］　ロース　皮下脂肪なし　生,581.0,22.2,7.4,0.0
＜畜肉類＞　めんよう　［マトン］　もも　脂身つき　生,853.0,18.8,15.3,0.1
＜畜肉類＞　めんよう　［ラム］　かた　脂身つき　生,888.0,17.1,17.1,0.1
＜畜肉類＞　めんよう　［ラム］　ロース　脂身つき　生,1189.0,15.6,25.9,0.2
＜畜肉類＞　めんよう　［ラム］　ロース　脂身つき　焼き,1488.0,21.8,31.4,0.2
＜畜肉類＞　めんよう　［ラム］　ロース　皮下脂肪なし　生,539.0,22.3,5.2,0.0
＜畜肉類＞　めんよう　［ラム］　もも　脂身つき　生,684.0,20.0,12.0,0.3
